id,car_brand,car_registration_year,car_eng_pow,customer_age,postal_code,claim_amount,policy_id,marital_status,file_Name,policy_start,policy_end,car_age,car_age_group,car_eng_pow_group,customer_age_group,exposure
170,Volkswagen,2010,449.0,20.0,,258.74,P24049,Married,task_data_2.csv,2020-06-01,2021-03-17,12.4,"[9.4, 35.4)",250+,"[20, 30)",0.7912551250196787
171,Lexus,2008,324.0,37.0,13425CEDEX12,2384.61,P52821,Married,task_data_2.csv,2019-08-29,2021-10-04,14.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
172,Honda,1988,355.0,27.0,,235.02,P33705,Single,task_data_2.csv,2019-09-29,2021-04-10,34.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
173,Ford,2003,95.0,95.0,671235,1200.57,P39557,Single,task_data_2.csv,2019-05-28,2021-12-21,19.4,"[9.4, 35.4)",0-100,"[90, 100)",1.0
174,Oldsmobile,1993,292.0,67.0,,1300.28,P06490,Single,task_data_2.csv,2020-11-20,2021-02-13,29.4,"[9.4, 35.4)",250+,"[60, 70)",0.23272209559402315
175,Dodge,2009,54.0,49.0,,1976.06,P56815,Married,task_data_2.csv,2020-03-17,2021-08-30,13.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
176,Oldsmobile,1992,260.0,64.0,,2165.22,P73326,Married,task_data_2.csv,2019-10-17,2021-06-02,30.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
177,Mercedes-Benz,2006,58.0,20.0,,2377.86,P84847,Single,task_data_2.csv,2019-07-09,2021-11-17,16.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
178,Chevrolet,2000,332.0,62.0,,1880.14,P60701,Married,task_data_2.csv,2020-12-18,2021-10-27,22.4,"[9.4, 35.4)",250+,"[60, 70)",0.8569648931874029
179,Toyota,1993,185.0,67.0,55441,2230.64,P09637,Married,task_data_2.csv,2020-03-21,2021-12-15,29.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
180,Jeep,2012,355.0,76.0,,1086.65,P66754,Married,task_data_2.csv,2020-08-12,2021-08-16,10.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
181,Lincoln,2009,115.0,22.0,8391407,1890.05,P23270,Married,task_data_2.csv,2019-04-05,2022-01-20,13.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
182,Chevrolet,2005,66.0,68.0,,253.63,P24233,Single,task_data_2.csv,2020-11-11,2021-05-25,17.4,"[9.4, 35.4)",0-100,"[60, 70)",0.533891866362759
183,Subaru,1989,131.0,35.0,,2067.14,P97934,Married,task_data_2.csv,2020-02-08,2021-11-20,33.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
184,Pontiac,1990,195.0,18.0,4511,423.54,P97937,Married,task_data_2.csv,2019-10-18,2021-10-30,32.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
185,Buick,1998,371.0,33.0,,823.59,P34570,Married,task_data_2.csv,2020-02-17,2021-05-10,24.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
186,Hyundai,2003,-1.0,-1.0,,0.0,P65639,Single,task_data_2.csv,2020-01-03,2021-09-03,19.4,"[9.4, 35.4)",,"[20, 30)",0.0
187,Toyota,2001,479.0,76.0,,2073.08,P53039,Married,task_data_2.csv,2020-07-21,2021-06-26,21.4,"[9.4, 35.4)",250+,"[70, 80)",0.9308883823760926
188,Saab,1999,432.0,70.0,,360.34,P91869,Single,task_data_2.csv,2020-08-05,2021-06-21,23.4,"[9.4, 35.4)",250+,"[70, 80)",0.8761302422363224
188,Saab,1999,432.0,70.0,,360.34,P91869,Single,task_data_2.csv,2019-01-18,2021-01-04,23.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
189,Dodge,2002,410.0,24.0,44695000,1770.05,P97807,Single,task_data_2.csv,2020-10-26,2021-04-25,20.4,"[9.4, 35.4)",250+,"[20, 30)",0.49556116826491986
190,Infiniti,2000,319.0,53.0,74964CEDEX,1539.16,P58698,Single,task_data_2.csv,2020-12-21,2021-04-12,22.4,"[9.4, 35.4)",250+,"[50, 60)",0.30664558478271287
191,Dodge,2008,401.0,67.0,77305,217.9,P47161,Single,task_data_2.csv,2019-09-19,2021-01-03,14.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
192,Acura,2005,347.0,67.0,75460000,695.41,P99575,Married,task_data_2.csv,2019-11-16,2022-01-30,17.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
193,Ford,1973,321.0,55.0,,751.66,P78672,Married,task_data_2.csv,2020-08-01,2021-09-13,49.4,"[35.4, 61.4)",250+,"[50, 60)",1.0
194,GMC,2012,160.0,21.0,,1052.85,P85761,Married,task_data_2.csv,2020-09-25,2022-01-28,10.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
195,Chevrolet,2002,360.0,100.0,142649,1824.2,P10251,Single,task_data_2.csv,2019-02-10,2021-12-10,20.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
196,Chevrolet,2002,325.0,78.0,,2275.86,P52838,Single,task_data_2.csv,2020-06-27,2022-02-04,20.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
197,Isuzu,2002,74.0,44.0,,764.21,P92078,Single,task_data_2.csv,2019-09-07,2021-11-27,20.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
198,Buick,1995,108.0,20.0,,1097.58,P20751,Single,task_data_2.csv,2019-12-19,2022-01-31,27.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
199,Dodge,2003,368.0,32.0,,1131.88,P40566,Married,task_data_2.csv,2019-04-30,2021-03-07,19.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
200,Audi,2008,462.0,35.0,8771107,21.03,P42445,Married,task_data_2.csv,2019-08-19,2021-08-14,14.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
201,Subaru,2004,116.0,97.0,,2113.77,P32675,Married,task_data_2.csv,2019-05-26,2021-10-21,18.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
202,Toyota,1993,60.0,58.0,,316.4,P59862,Married,task_data_2.csv,2019-07-17,2022-02-20,29.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
203,Mazda,2005,304.0,81.0,,2409.77,P66293,Married,task_data_2.csv,2020-02-04,2022-02-12,17.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
204,Volkswagen,1993,466.0,78.0,,1466.21,P20956,Married,task_data_2.csv,2020-03-10,2022-01-14,29.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
205,Buick,2005,53.0,42.0,617191,2421.21,P63198,Single,task_data_2.csv,2020-04-27,2020-12-31,17.4,"[9.4, 35.4)",0-100,"[40, 50)",0.6790009377331498
206,GMC,2000,131.0,96.0,,2480.02,P66838,Married,task_data_2.csv,2020-03-11,2021-03-24,22.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
207,Ford,1988,423.0,20.0,3000636,2324.88,P28621,Married,task_data_2.csv,2019-05-17,2021-04-16,34.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
208,Mazda,1990,165.0,86.0,7006,1074.46,P29017,Single,task_data_2.csv,2020-09-18,2021-11-30,32.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
209,Toyota,2008,460.0,81.0,,1410.06,P22394,Single,task_data_2.csv,2020-10-04,2022-01-12,14.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
210,Chevrolet,1997,118.0,88.0,,1002.48,P61282,Single,task_data_2.csv,2019-01-02,2022-02-09,25.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
211,Ford,1989,201.0,30.0,,2305.02,P37215,Single,task_data_2.csv,2019-11-19,2021-05-17,33.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
212,Chrysler,2003,308.0,53.0,,895.88,P25682,Married,task_data_2.csv,2019-11-18,2021-12-14,19.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
213,Mercury,1998,239.0,23.0,8421,416.85,P66776,Married,task_data_2.csv,2019-02-18,2021-11-29,24.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
214,Toyota,1995,475.0,19.0,74283,9.49,P32465,Married,task_data_2.csv,2019-11-05,2021-02-12,27.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
215,GMC,2002,470.0,37.0,86350,1708.05,P88833,Married,task_data_2.csv,2020-03-19,2021-05-29,20.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
216,Toyota,2010,327.0,77.0,55417,2235.46,P16709,Married,task_data_2.csv,2020-03-28,2021-12-08,12.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
217,Lexus,2007,83.0,40.0,70630,1103.54,P51620,Married,task_data_2.csv,2020-04-19,2021-11-09,15.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
218,Mercedes-Benz,2004,303.0,51.0,,381.37,P74605,Single,task_data_2.csv,2019-10-17,2021-08-26,18.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
219,Mitsubishi,1989,295.0,65.0,1981,1480.14,P59551,Married,task_data_2.csv,2020-10-26,2021-12-18,33.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
220,Mercury,1989,120.0,48.0,,1582.88,P53433,Single,task_data_2.csv,2020-07-30,2022-02-04,33.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
221,Lexus,2013,406.0,56.0,30033,2372.68,P19859,Single,task_data_2.csv,2020-02-13,2021-01-10,9.4,"[9.4, 35.4)",250+,"[50, 60)",0.9089851263201846
222,Ford,2009,-1.0,-1.0,,1092.71,P52488,Single,task_data_2.csv,2019-06-16,2022-01-18,13.4,"[9.4, 35.4)",,"[20, 30)",1.0
223,Ford,1966,367.0,75.0,60284,1054.62,P97321,Married,task_data_2.csv,2020-09-23,2021-06-19,56.4,"[35.4, 61.4)",250+,"[70, 80)",0.7364969848799086
224,Land Rover,1991,60.0,67.0,55457,2321.71,P90440,Married,task_data_2.csv,2020-10-04,2021-03-03,31.4,"[9.4, 35.4)",0-100,"[60, 70)",0.41068605104827616
225,Toyota,2007,186.0,29.0,,751.26,P81100,Married,task_data_2.csv,2020-07-16,2021-04-03,15.4,"[9.4, 35.4)",100-250,"[20, 30)",0.7145937288240005
226,Mercedes-Benz,2012,382.0,92.0,,937.84,P54720,Single,task_data_2.csv,2019-10-08,2021-12-30,10.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
227,Chevrolet,2000,165.0,72.0,2102,314.5,P73665,Single,task_data_2.csv,2020-07-01,2022-01-21,22.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
228,Mitsubishi,2007,76.0,56.0,705039,998.47,P90176,Single,task_data_2.csv,2019-12-06,2021-05-14,15.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
229,Volvo,2008,208.0,32.0,,1029.16,P38867,Single,task_data_2.csv,2019-04-26,2021-03-31,14.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
230,Chevrolet,2011,374.0,56.0,3060681,136.53,P41060,Single,task_data_2.csv,2020-01-18,2021-11-02,11.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
231,Chevrolet,1999,371.0,27.0,,1975.07,P08328,Single,task_data_2.csv,2019-02-10,2021-07-21,23.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
232,Ford,1986,226.0,62.0,,2021.13,P51460,Married,task_data_2.csv,2020-08-15,2021-12-17,36.4,"[35.4, 61.4)",100-250,"[60, 70)",1.0
233,Volkswagen,1999,420.0,41.0,6330245,367.4,P73568,Married,task_data_2.csv,2019-07-27,2021-12-19,23.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
234,Chevrolet,1977,154.0,32.0,50740,143.21,P61903,Married,task_data_2.csv,2020-11-03,2021-12-02,45.4,"[35.4, 61.4)",100-250,"[30, 40)",1.0
235,Chevrolet,2012,93.0,94.0,,2171.07,P26132,Married,task_data_2.csv,2020-03-28,2021-10-22,10.4,"[9.4, 35.4)",0-100,"[90, 100)",1.0
236,Dodge,2009,221.0,20.0,,1540.02,P04589,Married,task_data_2.csv,2019-12-03,2021-10-14,13.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
237,Hummer,2000,124.0,20.0,,0.0,P13554,Single,task_data_2.csv,2020-05-19,2021-03-21,22.4,"[9.4, 35.4)",100-250,"[20, 30)",0.0
238,Kia,2003,348.0,95.0,,1927.5,P03114,Single,task_data_2.csv,2020-11-28,2021-09-02,19.4,"[9.4, 35.4)",250+,"[90, 100)",0.7611381479428051
239,Mitsubishi,2002,82.0,17.0,,828.29,P69116,Single,task_data_2.csv,2019-07-12,2022-01-05,20.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
240,Plymouth,1994,149.0,70.0,51981,1647.04,P84186,Married,task_data_2.csv,2020-04-10,2021-12-23,28.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
241,Dodge,2009,434.0,87.0,,1910.51,P08265,Single,task_data_2.csv,2020-01-06,2021-01-15,13.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
242,BMW,2011,130.0,60.0,,1009.38,P54789,Married,task_data_2.csv,2020-02-01,2021-01-13,11.4,"[9.4, 35.4)",100-250,"[60, 70)",0.9500537314250121
243,Chrysler,2004,250.0,62.0,85156,201.08,P95362,Single,task_data_2.csv,2020-07-21,2021-09-10,18.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
244,Chevrolet,2006,364.0,22.0,,1842.16,P77031,Single,task_data_2.csv,2020-03-09,2021-04-25,16.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
245,Ford,2008,198.0,46.0,85103,1677.95,P52681,Married,task_data_2.csv,2020-04-25,2021-05-02,14.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
246,Maserati,2005,229.0,48.0,,133.76,P66306,Single,task_data_2.csv,2020-08-23,2021-06-01,17.4,"[9.4, 35.4)",100-250,"[40, 50)",0.7720897759707591
247,Subaru,1995,476.0,50.0,,1239.63,P89129,Single,task_data_2.csv,2019-09-19,2021-12-11,27.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
248,Plymouth,1995,490.0,72.0,,470.95,P10416,Married,task_data_2.csv,2019-06-11,2021-08-27,27.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
249,Chevrolet,1961,77.0,100.0,2820,520.9,P74203,Single,task_data_2.csv,2020-02-15,2022-01-19,61.4,"[61.4, 87.4)",0-100,"[20, 30)",1.0
250,Cadillac,2010,191.0,21.0,5050345,2296.73,P06300,Married,task_data_2.csv,2020-12-08,2021-09-25,12.4,"[9.4, 35.4)",100-250,"[20, 30)",0.7967309390336558
251,Mitsubishi,1993,473.0,33.0,28432,2460.83,P31961,Married,task_data_2.csv,2019-10-17,2021-01-03,29.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
252,MINI,2012,115.0,79.0,,2242.46,P19699,Married,task_data_2.csv,2019-05-27,2021-01-09,10.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
253,Honda,2006,320.0,29.0,,628.72,P65562,Single,task_data_2.csv,2020-10-07,2021-11-21,16.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
254,Mitsubishi,1987,61.0,33.0,,2402.13,P12249,Married,task_data_2.csv,2020-08-31,2021-03-02,35.4,"[35.4, 61.4)",0-100,"[30, 40)",0.5010369822788969
255,GMC,1992,120.0,53.0,,1527.1,P56599,Single,task_data_2.csv,2019-12-07,2021-01-27,30.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
256,Studebaker,1964,206.0,73.0,,669.4,P86821,Single,task_data_2.csv,2019-02-01,2021-03-09,58.4,"[35.4, 61.4)",100-250,"[70, 80)",1.0
257,Ford,1984,467.0,95.0,,2242.39,P95659,Single,task_data_2.csv,2020-04-03,2021-06-23,38.4,"[35.4, 61.4)",250+,"[90, 100)",1.0
258,Maserati,1990,159.0,75.0,35203CEDEX2,1065.85,P17898,Single,task_data_2.csv,2020-10-06,2021-09-19,32.4,"[9.4, 35.4)",100-250,"[70, 80)",0.9527916384320007
259,Subaru,1992,401.0,21.0,,1090.76,P70330,Married,task_data_2.csv,2020-12-23,2021-04-29,30.4,"[9.4, 35.4)",250+,"[20, 30)",0.3477141898875405
260,Ford,1999,250.0,60.0,,438.53,P25786,Married,task_data_2.csv,2020-09-02,2022-02-15,23.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
261,Ford,1966,-1.0,-1.0,,1900.45,P37730,Single,task_data_2.csv,2020-10-09,2021-07-16,56.4,"[35.4, 61.4)",,"[20, 30)",0.7666139619567821
262,Pontiac,2002,110.0,52.0,8331,1615.51,P14671,Single,task_data_2.csv,2019-12-01,2022-02-08,20.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
263,Eagle,1998,108.0,40.0,,1583.72,P06182,Married,task_data_2.csv,2019-03-29,2022-01-17,24.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
264,Land Rover,2004,126.0,40.0,29601,586.53,P24325,Single,task_data_2.csv,2019-06-20,2021-10-15,18.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
265,Cadillac,2002,212.0,49.0,,2451.17,P27260,Single,task_data_2.csv,2020-11-06,2021-07-01,20.4,"[9.4, 35.4)",100-250,"[40, 50)",0.6488839606562763
266,Pontiac,2005,472.0,19.0,6773,901.72,P06705,Single,task_data_2.csv,2020-11-07,2021-07-24,17.4,"[9.4, 35.4)",250+,"[20, 30)",0.7091179148100235
267,Chevrolet,1999,182.0,68.0,,2289.18,P54616,Single,task_data_2.csv,2019-02-02,2021-08-09,23.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
268,Toyota,1993,413.0,24.0,6328,1385.99,P41636,Single,task_data_2.csv,2019-01-17,2021-11-29,29.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
269,Lincoln,1999,172.0,61.0,89759,0.0,P32526,Single,task_data_2.csv,2020-04-21,2021-07-26,23.4,"[9.4, 35.4)",100-250,"[60, 70)",0.0
270,Suzuki,2005,400.0,34.0,,819.12,P41887,Married,task_data_2.csv,2019-12-22,2021-01-26,17.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
271,Nissan,2012,280.0,32.0,63150,654.62,P16485,Single,task_data_2.csv,2019-06-22,2020-12-31,10.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
272,GMC,2006,139.0,94.0,,1637.83,P07980,Married,task_data_2.csv,2020-04-07,2021-02-03,16.4,"[9.4, 35.4)",100-250,"[90, 100)",0.8268479161105293
273,Mitsubishi,1996,169.0,94.0,,1870.25,P58618,Married,task_data_2.csv,2020-08-09,2022-02-07,26.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
274,Acura,2008,487.0,42.0,2755123,268.25,P45133,Single,task_data_2.csv,2019-08-04,2021-10-14,14.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
275,Pontiac,2005,236.0,61.0,,2270.86,P85587,Single,task_data_2.csv,2019-08-22,2021-05-16,17.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
276,Mitsubishi,1991,93.0,100.0,52160,2215.89,P94659,Married,task_data_2.csv,2020-07-12,2021-04-01,31.4,"[9.4, 35.4)",0-100,"[20, 30)",0.7200695428379775
277,Land Rover,2000,53.0,18.0,,1888.88,P91478,Married,task_data_2.csv,2020-05-27,2021-06-25,22.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
278,Lexus,2004,71.0,83.0,453480,2082.07,P07650,Married,task_data_2.csv,2020-01-11,2021-03-23,18.4,"[9.4, 35.4)",0-100,"[80, 90)",1.0
279,Saturn,1996,265.0,90.0,,973.13,P87794,Single,task_data_2.csv,2019-01-27,2021-02-25,26.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
280,Land Rover,2003,87.0,45.0,,697.04,P15403,Married,task_data_2.csv,2019-09-23,2021-04-20,19.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
281,Eagle,1993,366.0,67.0,,2435.29,P93085,Single,task_data_2.csv,2020-08-03,2021-03-10,29.4,"[9.4, 35.4)",250+,"[60, 70)",0.5996016345304832
282,Oldsmobile,1998,236.0,52.0,2428,173.36,P55882,Single,task_data_2.csv,2020-09-11,2021-07-04,24.4,"[9.4, 35.4)",100-250,"[50, 60)",0.8104204740685983
283,Chevrolet,2003,399.0,18.0,,0.0,P73951,Single,task_data_2.csv,2019-01-23,2021-03-16,19.4,"[9.4, 35.4)",250+,"[20, 30)",0.0
284,Porsche,2012,371.0,39.0,2417,1013.28,P08618,Single,task_data_2.csv,2020-11-05,2021-09-28,10.4,"[9.4, 35.4)",250+,"[30, 40)",0.8952955912852419
285,Volkswagen,2012,307.0,82.0,76600,180.17,P65704,Married,task_data_2.csv,2020-02-09,2021-02-17,10.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
286,Ford,1999,67.0,52.0,,0.0,P70938,Single,task_data_2.csv,2020-10-06,2021-09-14,23.4,"[9.4, 35.4)",0-100,"[50, 60)",0.0
287,Mercury,1999,454.0,66.0,3317,781.89,P93159,Single,task_data_2.csv,2020-01-05,2022-01-05,23.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
288,Kia,2007,183.0,79.0,,2357.11,P38998,Single,task_data_2.csv,2019-07-26,2021-09-14,15.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
289,Audi,1997,154.0,31.0,,852.61,P00091,Single,task_data_2.csv,2020-08-20,2021-01-22,25.4,"[9.4, 35.4)",100-250,"[30, 40)",0.4243755860832187
290,Chrysler,1993,181.0,62.0,47849,1134.84,P16682,Married,task_data_2.csv,2019-05-10,2022-01-23,29.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
291,Subaru,2010,205.0,57.0,49309CEDEX,632.92,P20821,Single,task_data_2.csv,2020-10-09,2021-03-28,12.4,"[9.4, 35.4)",100-250,"[50, 60)",0.4654441911880463
292,Lexus,2008,51.0,21.0,,1708.69,P77983,Single,task_data_2.csv,2020-02-07,2021-07-26,14.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
293,BMW,2002,277.0,45.0,93120,911.97,P87029,Single,task_data_2.csv,2019-01-12,2021-11-08,20.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
294,Suzuki,1992,229.0,63.0,,440.44,P86026,Single,task_data_2.csv,2020-03-07,2022-01-28,30.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
295,Chevrolet,2006,364.0,45.0,,991.67,P23177,Single,task_data_2.csv,2019-01-02,2021-11-20,16.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
296,Land Rover,2008,345.0,88.0,,991.79,P09601,Single,task_data_2.csv,2019-08-17,2021-11-09,14.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
297,Suzuki,1998,476.0,63.0,08455,1296.29,P32014,Single,task_data_2.csv,2020-02-11,2021-03-29,24.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
298,Pontiac,2005,301.0,73.0,,93.09,P79634,Single,task_data_2.csv,2019-05-27,2021-08-15,17.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
299,Chevrolet,2007,286.0,79.0,58263,1011.14,P18400,Single,task_data_2.csv,2019-07-19,2021-04-27,15.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
300,Bentley,2007,378.0,32.0,166004,227.18,P18375,Married,task_data_2.csv,2020-06-15,2021-02-10,15.4,"[9.4, 35.4)",250+,"[30, 40)",0.6570976816772418
301,Suzuki,1986,286.0,63.0,,1898.58,P79571,Married,task_data_2.csv,2020-04-27,2021-04-14,36.4,"[35.4, 61.4)",250+,"[60, 70)",0.9637432664599547
302,BMW,2001,222.0,17.0,,2213.29,P82256,Married,task_data_2.csv,2019-12-01,2021-11-04,21.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
303,Chevrolet,1996,90.0,42.0,,1617.21,P29295,Single,task_data_2.csv,2019-06-17,2021-01-06,26.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
304,Mitsubishi,1997,274.0,45.0,,1111.39,P81591,Single,task_data_2.csv,2019-07-01,2022-02-15,25.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
304,Mitsubishi,1997,274.0,45.0,,1111.39,P81591,Single,task_data_2.csv,2020-11-01,2021-03-24,25.4,"[9.4, 35.4)",250+,"[40, 50)",0.39152070199935657
305,Volkswagen,2010,154.0,63.0,454092,1366.6,P51683,Married,task_data_2.csv,2019-04-06,2021-05-31,12.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
306,Maserati,1986,234.0,67.0,,1086.88,P50267,Single,task_data_2.csv,2020-02-12,2021-08-06,36.4,"[35.4, 61.4)",100-250,"[60, 70)",1.0
307,Lamborghini,1998,368.0,30.0,,0.0,P55672,Single,task_data_2.csv,2020-04-29,2021-02-13,24.4,"[9.4, 35.4)",250+,"[30, 40)",0.0
308,Buick,1999,288.0,17.0,,584.48,P68292,Single,task_data_2.csv,2020-08-01,2021-01-30,23.4,"[9.4, 35.4)",250+,"[20, 30)",0.49829907527190836
309,Chevrolet,2012,275.0,83.0,,612.6,P67319,Single,task_data_2.csv,2019-06-16,2021-06-26,10.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
310,Subaru,2001,137.0,58.0,G6W,1338.71,P08906,Married,task_data_2.csv,2020-09-25,2022-02-05,21.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
311,Chevrolet,1980,358.0,49.0,36042,1094.8,P97976,Single,task_data_2.csv,2020-10-28,2022-01-14,42.4,"[35.4, 61.4)",250+,"[40, 50)",1.0
312,Chevrolet,2008,351.0,31.0,,596.41,P98756,Single,task_data_2.csv,2019-04-15,2021-06-23,14.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
313,Nissan,1998,102.0,84.0,692385,620.27,P26280,Married,task_data_2.csv,2019-11-20,2021-12-10,24.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
314,GMC,1997,50.0,38.0,,1962.88,P23172,Married,task_data_2.csv,2020-03-02,2022-02-10,25.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
315,Toyota,1992,416.0,67.0,15240,328.74,P16000,Married,task_data_2.csv,2019-08-02,2021-12-18,30.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
316,Toyota,1994,146.0,65.0,30034CEDEX1,360.89,P17956,Married,task_data_2.csv,2020-07-18,2021-11-03,28.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
317,Audi,2012,191.0,49.0,,901.35,P90044,Single,task_data_2.csv,2019-03-02,2021-01-09,10.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
318,Volvo,2008,139.0,45.0,,195.07,P08970,Married,task_data_2.csv,2019-02-24,2022-02-21,14.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
319,Jaguar,2011,127.0,76.0,,2211.38,P49525,Married,task_data_2.csv,2020-03-17,2021-03-21,11.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
320,Citroën,1974,178.0,52.0,45440,2212.5,P36074,Married,task_data_2.csv,2019-01-10,2022-02-14,48.4,"[35.4, 61.4)",100-250,"[50, 60)",1.0
321,Ford,2004,168.0,70.0,36210,888.75,P47393,Single,task_data_2.csv,2019-08-04,2022-01-21,18.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
322,Honda,2011,101.0,62.0,82103,0.0,P57844,Single,task_data_2.csv,2019-02-01,2021-01-26,11.4,"[9.4, 35.4)",100-250,"[60, 70)",0.0
323,Ford,2003,169.0,33.0,69446CEDEX03,2394.75,P89596,Single,task_data_2.csv,2020-02-27,2021-03-30,19.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
324,Isuzu,2001,102.0,25.0,18004,220.29,P07454,Married,task_data_2.csv,2020-08-24,2021-01-16,21.4,"[9.4, 35.4)",100-250,"[20, 30)",0.39699651601333363
325,Volvo,2011,285.0,69.0,,2333.24,P60962,Single,task_data_2.csv,2019-09-05,2021-06-11,11.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
